Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),139,Settled,69.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",60,Approved,60
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,52.5,Approved,52.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Locks,9.44,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1025,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),245,Settled,20
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),140,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),10,Approved,10
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60,Approved,60
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,42,Approved,42
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,100,Approved,100
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),2223.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",120,Approved,120
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",650,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",95,Settled,47.5
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Other,109.15,Approved,109.15
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,32.48,Approved,32.48
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",99.99,Approved,99.99
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),255,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Property Damage,Checked Baggage,Other,1510,Approved,1510
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,18.45,Approved,18.45
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Other,16.95,Approved,16.95
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),48,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Other,401.86,Approved,401.86
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),259.99,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,1620.25,Settled,810.13
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Passenger Property Loss,Checked Baggage,Cameras - Digital,399.99,Approved,399.99
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Passenger Property Loss,Checked Baggage,Other,109,Settled,99
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,12,Approved,12
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Other,64.45,Approved,64.45
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",63.6,Approved,63.6
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,2387.12,Settled,1012.06
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",479.25,Settled,239.62
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Locks,75,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Iceland Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),6009.13,Denied,6009.13
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1016.2,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Iceland Air,Property Damage,Checked Baggage,Locks,128,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),10,Approved,10
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),45,Approved,45
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),120,Approved,120
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",120,Approved,85
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Property Damage,Checked Baggage,Computer - Laptop,2031,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3700,Settled,1850
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),64.5,Settled,30
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,27,Approved,27
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",55,Approved,55
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,131.69,Approved,131.69
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300,Settled,180
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Other,75,Approved,75
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Other,80,Approved,80
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Other,75,Approved,75
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,380.97,Settled,293.1
BWI,Baltimore/Washington Intl Thurgood Marshall,Virgin Express,Passenger Property Loss,Checked Baggage,Other,100.52,Approved,100.52
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,89.5,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,617,Settled,308.5
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,1090,Settled,376
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Jewelry - Fine,99.99,Approved,99.99
BWI,Baltimore/Washington Intl Thurgood Marshall,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Jewelry - Fine,2205,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Passenger Property Loss,Checked Baggage,Cameras - Digital,379.95,Settled,285.56
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),92,Approved,92
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,400,Approved,400
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60,Settled,30
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,1500,Settled,385.16
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Other,27.75,Approved,20.75
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,29.95,Approved,29.95
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,200,Settled,100
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),31.24,Approved,31.24
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Other,495,Approved,495
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,358,Approved,358
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,0,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,46,Settled,12.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,137.7,Approved,137.7
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Property Damage,Checked Baggage,Locks,300,Settled,100
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,20,Approved,20
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),665,Settled,527
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",110,Approved,110
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,10.28,Approved,10.28
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Other,84.55,Approved,84.55
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,91,Approved,91
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,42.5,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",250,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Canada,Property Damage,Checked Baggage,Other,16.99,Approved,16.99
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Locks,10,Approved,10
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,134,Approved,134
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",40,Approved,40
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",110,Approved,110
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Locks,149.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checkpoint,Other,100,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,98,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,500,Settled,250
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),175,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Midwest Express Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),109.9,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),21.16,Approved,21.16
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,56,Approved,56
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Other,223.99,Approved,223.99
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,20,Settled,10
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),822.99,Settled,699
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,1409.96,Settled,806
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,15.24,Approved,15.24
BWI,Baltimore/Washington Intl Thurgood Marshall,China Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1667,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Settled,20
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,322,Settled,161
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",400,Settled,200
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),41.99,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,250,Settled,125
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",88.5,Approved,88.5
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",540,Approved,540
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Other,31.5,Approved,31.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,30,Approved,30
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Other,20.99,Approved,20.99
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,8.45,Approved,8.45
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,75,Approved,75
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,950,Settled,118.75
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",158,Approved,158
BWI,Baltimore/Washington Intl Thurgood Marshall,American Eagle,Passenger Property Loss,Checked Baggage,Jewelry - Fine,375,Approved,375
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Locks,115.54,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Theft,Checked Baggage,Other,150,Approved,150
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Theft,Checked Baggage,Luggage (all types including footlockers),75,Approved,75
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),81.84,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,10,Approved,10
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,500,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USA 3000 (U5),Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Approved,100
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,39.59,Approved,39.59
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,235,Denied,235
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1800,Settled,900
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",54.24,Approved,54.24
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",84,Approved,84
BWI,Baltimore/Washington Intl Thurgood Marshall,Iceland Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),157.5,Settled,102.38
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,625.9,Settled,250.36
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,30,Approved,30
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Computer - Laptop,550,Approved,550
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Passenger Property Loss,Checked Baggage,Computer - Laptop,1212.54,Settled,250
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Jamaica,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",83,Settled,41.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),300,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Theft,Checked Baggage,Computer - Laptop,2097,Settled,1011.87
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Other,53.53,Approved,53.53
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Theft,Checked Baggage,Other,150,Approved,150
BWI,Baltimore/Washington Intl Thurgood Marshall,USA 3000 (U5),Passenger Theft,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",24.99,Approved,24.99
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Theft,Checked Baggage,Other,45,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Theft,Checked Baggage,Eyeglasses - (including contact lenses),120,Settled,60
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.95,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,185,Settled,92.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),185,Approved,185
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),199.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,750,Settled,476.65
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,50.06,Approved,50.06
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Theft,Checked Baggage,Locks,10,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Theft,Checked Baggage,Other,100,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,200,Settled,100
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,331.98,Settled,165.99
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,157.82,Approved,157.82
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Locks,20,Approved,20
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,1350,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",212.5,Settled,156.25
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),39.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,169.95,Approved,169.95
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),2522,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Locks,8,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,65.43,Approved,65.43
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest International Airways Ltd,Passenger Property Loss,Checkpoint,Jewelry - Fine,100,Approved,100
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),360,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),25,Approved,25
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,16.99,Approved,16.99
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,28.84,Denied,28.84
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,429,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Locks,20.4,Approved,20.4
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",17.35,Approved,17.35
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Other,100.6,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Other,150,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2750,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",49,Approved,49
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,999,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125,Settled,70
BWI,Baltimore/Washington Intl Thurgood Marshall,USA 3000 (U5),Property Damage,Checkpoint,Luggage (all types including footlockers),35,Approved,35
BWI,Baltimore/Washington Intl Thurgood Marshall,Qantus Airways,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5775,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),135,Approved,135
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,284.76,Settled,142.38
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Other,119.64,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",300,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,271.7,Approved,271.7
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,10,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checkpoint,Computer - Laptop,208.9,Approved,208.9
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Passenger Property Loss,Checkpoint,Jewelry - Fine,19,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),55,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),180,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,7000,Settled,2454.17
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),119.99,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,4900,Approved,4900
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,120,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),968.44,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",155,Approved,155
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,8.99,Approved,8.99
