Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",500,Denied,0
DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Lamps (including sun lamps),600,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Locks, Luggage (all types including footlockers)",21.52,Approved,21.52
DEN,Denver International Airport,America West,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),20.5,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Eyeglasses - (including contact lenses), Other",71,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Audio - Other (Phonograph, cassettes, etc), Cameras - Digital, Jewelry - Costume",709.14,Denied,0
DEN,Denver International Airport,British Airways,Passenger Property Loss,Checked Baggage,DVD/CD Players,188.97,Settled,150.12
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,4.99,Approved,4.99
DEN,Denver International Airport,British Airways,Passenger Property Loss,Checked Baggage,"Computer - Laptop, Electrical and Gas Appliances Minor - $200 or less (humidifiers, tv's, etc)",2850.5,Denied,0
DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),212.99,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",610.97,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Eyeglasses - (including contact lenses)",350,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Locks,50,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",201,Settled,100.5
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3000,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",60,Approved,60
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Computer - Laptop,600,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Umbrellas,23.8,Approved,23.8
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,7.99,Approved,7.99
DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses)",60,Approved,60
DEN,Denver International Airport,Mexicana,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),342.17,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Locks",26.07,Approved,26.07
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",100,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),150,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts,4399.96,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,50,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,200,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,320.24,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Eyeglasses - (including contact lenses)",590.56,Settled,470.18
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",98,Settled,49
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"MP3 Players-(iPods, etc)",399,Settled,185.34
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,479.47,Settled,239.74
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,50,Approved,50
DEN,Denver International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Fish/Game,375,Denied,0
DEN,Denver International Airport,British Airways,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Medicines",876.03,Denied,0
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",404.84,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",50,Settled,25
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),26.17,Denied,0
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,200,Denied,0
DEN,Denver International Airport,Delta Air Lines,Property Damage,Checkpoint,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",284,Approved,284
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Books - Other (Hardcover non-fiction), Clothing - Shoes, belts, accessories, etc., Other",208.97,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,45,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",35,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1000,Denied,0
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,102,Approved,102
DEN,Denver International Airport,American West,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",24.99,Approved,24.99
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",64.09,Denied,0
DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60,Approved,60
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Locks, Luggage (all types including footlockers)",186.55,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,75,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Jewelry - Fine, Other",196.56,Approved,196.56
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,249.99,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,33.29,Approved,33.29
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,433,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Other,5600,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,"Alcoholic beverages, Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Lighting Supplies (globe domes, electric candlesticks, candelabra, etc.), Other",250,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Jewelry - Fine, Watches - Inexpensive $100 or less",89.28,Settled,44.64
DEN,Denver International Airport,America West,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",424.95,Settled,161.7
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",549.99,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,789.9,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Medical Equipment & Insturments",237.48,Approved,237.48
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,1012.95,Settled,295.99
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,60,Settled,30
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),185.73,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Eyeglasses - (including contact lenses), Medicines",695.98,Settled,347.94
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),54.99,Denied,0
DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1525.99,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),11.97,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checkpoint,Computer - Laptop,1394.95,Settled,872.85
DEN,Denver International Airport,Midwest Express Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),169.99,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",83.34,Settled,41.67
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,98.08,Settled,49.04
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Currency, Handbags & Purses (leather or fabric)",285,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",225.23,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Cell Phones,464.99,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",377.23,Settled,164.78
DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,9.59,Denied,0
DEN,Denver International Airport,US Express,Property Damage,Checkpoint,Medical Equipment & Insturments,274,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,146.43,Settled,73.22
DEN,Denver International Airport,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),79.99,Settled,45
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,40,Approved,40
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Batteries - Dry cell only, Clothing - Shoes, belts, accessories, etc., DVD/CD Players",167.96,Denied,0
DEN,Denver International Airport,America West,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",160,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Toys (game systems, cartridges, radio controlled cars, etc.)",368,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",350,Denied,0
DEN,Denver International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,1858.71,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Computer - Laptop, Other",1040,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Handbags & Purses (leather or fabric), Watches - Inexpensive $100 or less",645.1,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Audio - Other (Phonograph, cassettes, etc)",42.58,Settled,90.93
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Jewelry - Costume, Other",199.63,Settled,99.82
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Video Recordings (blank & commercial),550,Denied,0
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,"Audio - CD's, Boxes - Jewelry, Cigarette, Music, etc., Jewelry - Costume",85,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Electrical and Gas Appliances Minor - $200 or less (humidifiers, tv's, etc) , Eyeglasses - (including contact lenses)",273.95,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,1000,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Lighters - (cigar, cigerette, etc.)",25,Approved,25
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,135,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Cell Phones, Lamps (including sun lamps)",328.34,Denied,0
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,299.99,Approved,299.99
DEN,Denver International Airport,Alaska Airlines,Property Damage,Checked Baggage,Computer - Laptop,1200,Denied,0
DEN,Denver International Airport,Jet Blue,Property Damage,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses)",65,Settled,32.5
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",50,Approved,50
DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,"Books - Reference books, cookbooks, etc.",200,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,500,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),65,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,361.19,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),117.3,Denied,0
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,75,Settled,37.5
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),188,Settled,50
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",21.05,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,309.99,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checkpoint,Cell Phones,129.99,Approved,129.99
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Audio - Other (Phonograph, cassettes, etc), Audio - Other (Phonograph, cassettes, etc)",56,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Settled,50
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,"Toys - Other (including games, toys, play dolls etc.)",30,Approved,30
DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,Medicines,178.41,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",231.5,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),291.06,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Other, Watches - Expensive more than $100",2940,Denied,0
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,503.06,Settled,251.53
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),85.14,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,13.98,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Kitchen Utensils -Pots, Pans, Knives (heavy aluminum, cast iron, etc.)",34.99,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",220.63,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Sewing Machines (other than electric),190,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,Bicycles,195.3,Approved,195.3
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),75,Settled,50
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),250,Denied,0
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,"Currency, MP3 Players-(iPods, etc), Other",435.18,Settled,347.47
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Handbags & Purses (leather or fabric), Jewelry - Fine",2983.56,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,250,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,150,Settled,75
DEN,Denver International Airport,Alaska Airlines,Property Damage,Checked Baggage,Sewing Machines (other than electric),779,Settled,389.5
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,29,Approved,29
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,9.71,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",494,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,30,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",40,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,285,Settled,250
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,400,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.), Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",258.21,Settled,129.11
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),400,Denied,0
DEN,Denver International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",133.35,Settled,66.68
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,8.13,Approved,8.13
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,800,Approved,800
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",196.99,Settled,98.5
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checkpoint,"Baby - Strollers, car seats, playpen, etc.",11,Approved,11
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,10.81,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",100,Settled,50
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,30,Settled,20
DEN,Denver International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5000,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Dental Equipment and Instruments, Other",188.51,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,10.81,Approved,10.81
DEN,Denver International Airport,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Locks,25,Approved,25
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2000,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",139.99,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,50,Denied,0
DEN,Denver International Airport,American Airlines,Property Damage,Checkpoint,Cameras - Digital,400,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",132,Approved,132
DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,354.4,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,991.85,Denied,0
DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,"Dishes, Pottery, Glassware, Plasticware, Other",150,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cell Phones, Clothing - Shoes, belts, accessories, etc., Medical Equipment & Insturments, Medicines",249,Approved,249
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,50,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,51.97,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,750,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),232.14,Settled,116.07
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,518.99,Denied,0
DEN,Denver International Airport,Alaska Airlines,Property Damage,Checked Baggage,Other,684.75,Settled,333.2
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",55,Approved,55
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",51.59,Approved,51.59
DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",28.47,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),280,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,108.29,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,349,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.), Jewelry - Fine",2069.73,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2550,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,399.99,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),75.15,Approved,75.15
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,20.06,Approved,20.06
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,225,Denied,0
DEN,Denver International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),125,Settled,75
DEN,Denver International Airport,Frontier Aviation Inc,Passenger Property Loss,Checked Baggage,Locks,7.99,Approved,7.99
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,9,Approved,9
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,281.4,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Batteries - Dry cell only, Video Recordings (blank & commercial), Video Recordings - Laser Discs",861.02,Settled,430.51
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,261,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.95,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",645.68,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,12.75,Approved,12.75
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Books - Bibles & Bound classics, Books - Other (Hardcover non-fiction), Toys - Other (including games, toys, play dolls etc.)",157.38,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",308.47,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Currency,120,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Approved,50
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,501.9,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,6.39,Approved,6.39
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,263,Denied,0
DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,"Other, Video Recordings (blank & commercial)",9810,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",16.99,Approved,16.99
DEN,Denver International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1260,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Firearms,487.5,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Jewelry - Costume, Medicines",152.45,Settled,76.23
DEN,Denver International Airport,UAL,Passenger Property Loss,Checkpoint,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",26.33,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Barber Supplies - Scissors, shears, elecric razors, etc.",216,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Audio - Other (Phonograph, cassettes, etc)",69,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Other",136.71,Settled,68.36
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",158.5,Denied,0
DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",1504.95,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",161.97,Denied,0
DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Other,500,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",39.92,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Books - Bibles & Bound classics, Books - Reference books, cookbooks, etc., Other",27.27,Approved,27.27
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Eyeglasses - (including contact lenses), Jewelry - Costume, Jewelry - Fine",1645,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,237,Denied,0
DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2400.66,Denied,0
DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1000,Denied,0
DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),245,Denied,0
DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3250.86,Denied,0
DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Cameras - Digital,163.95,Settled,81.98
DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",936.13,Denied,0
